258873
151349
37834
35587
26742
23957
23726
22415
17485
13491
13429
12437
12289
12197
11582
10381
9027
8548
8507
7712
7625
7616
7520
6994
6893
6856
6673
6591
6420
6373
5937
5878
5854
5557
5332
5252
4933
4919
4869
4866
4801
4723
4655
4619
4571
4504
4143
3920
3865
3737
3593
3532
3529
3487
3480
3414
3413
3395
3225
3156
3150
3006
2793
2296
2151
1612
1566
1555
1238
922
813
751
181
